dissimilarity_1_0,dissimilarity_1_0.7853981633974483,dissimilarity_1_1.5707963267948966,dissimilarity_1_2.356194490192345,dissimilarity_3_0,dissimilarity_3_0.7853981633974483,dissimilarity_3_1.5707963267948966,dissimilarity_3_2.356194490192345,dissimilarity_5_0,dissimilarity_5_0.7853981633974483,dissimilarity_5_1.5707963267948966,dissimilarity_5_2.356194490192345,correlation_1_0,correlation_1_0.7853981633974483,correlation_1_1.5707963267948966,correlation_1_2.356194490192345,correlation_3_0,correlation_3_0.7853981633974483,correlation_3_1.5707963267948966,correlation_3_2.356194490192345,correlation_5_0,correlation_5_0.7853981633974483,correlation_5_1.5707963267948966,correlation_5_2.356194490192345,contrast_1_0,contrast_1_0.7853981633974483,contrast_1_1.5707963267948966,contrast_1_2.356194490192345,contrast_3_0,contrast_3_0.7853981633974483,contrast_3_1.5707963267948966,contrast_3_2.356194490192345,contrast_5_0,contrast_5_0.7853981633974483,contrast_5_1.5707963267948966,contrast_5_2.356194490192345,energy_1_0,energy_1_0.7853981633974483,energy_1_1.5707963267948966,energy_1_2.356194490192345,energy_3_0,energy_3_0.7853981633974483,energy_3_1.5707963267948966,energy_3_2.356194490192345,energy_5_0,energy_5_0.7853981633974483,energy_5_1.5707963267948966,energy_5_2.356194490192345,homogeneity_1_0,homogeneity_1_0.7853981633974483,homogeneity_1_1.5707963267948966,homogeneity_1_2.356194490192345,homogeneity_3_0,homogeneity_3_0.7853981633974483,homogeneity_3_1.5707963267948966,homogeneity_3_2.356194490192345,homogeneity_5_0,homogeneity_5_0.7853981633974483,homogeneity_5_1.5707963267948966,homogeneity_5_2.356194490192345,ASM_1_0,ASM_1_0.7853981633974483,ASM_1_1.5707963267948966,ASM_1_2.356194490192345,ASM_3_0,ASM_3_0.7853981633974483,ASM_3_1.5707963267948966,ASM_3_2.356194490192345,ASM_5_0,ASM_5_0.7853981633974483,ASM_5_1.5707963267948966,ASM_5_2.356194490192345,category
0.09633366141732283,0.10651621303242606,0.09731791338582677,0.10924421848843698,0.12181249999999999,0.11974048878810784,0.11812500000000001,0.11885865457294029,0.12690548780487804,0.12753642039542143,0.12436483739837398,0.1267559833506764,0.3945926390255646,0.31827278332653985,0.38041040865114845,0.30407013297917623,0.22522870210089144,0.21456714784018024,0.21793328121261285,0.22758312467555777,0.17974939292659212,0.12015708940959749,0.14687377519571265,0.13500307400516753,0.09645669291338582,0.10713621427242853,0.09744094488188976,0.10936821873643747,0.12293749999999999,0.12163013353489543,0.11937500000000001,0.11961451247165532,0.12995426829268292,0.1310483870967742,0.12703252032520326,0.12883714880332986,0.8791461195356148,0.8748430286972847,0.8788270375046598,0.8737375509340193,0.868765586640752,0.8697830417038288,0.8707257232655126,0.8701992797133757,0.8671587234420302,0.8679598609450339,0.8686273916753122,0.8684512235866205,0.951845472440945,0.9468038936077873,0.951353346456693,0.9453902907805816,0.93920625,0.9403187200806249,0.9410625,0.9406462585034013,0.9368521341463415,0.9365829864724247,0.938084349593496,0.9368301248699272,0.7728978994945296,0.7653503248602381,0.7723369618492167,0.7634173079121779,0.7547536445312499,0.7565225396355644,0.75816328515625,0.757246786413678,0.7519642516416113,0.7533543202117224,0.7545135455686564,0.7542075277490984,beton
0.08642962598425197,0.09597619195238391,0.08569143700787402,0.09659619319238638,0.1053125,0.10714285714285714,0.1074375,0.10519022423784329,0.11293191056910569,0.11537460978147762,0.11102642276422764,0.11426899063475546,0.2925866517996279,0.21222544765317397,0.2955442675808417,0.2071364647568767,0.14240350102955318,0.11976654729522102,0.10932687193761284,0.13541925982430236,0.08473256884573532,0.05306181848075104,0.07703700046898529,0.06082811260364044,0.08642962598425197,0.09597619195238391,0.08569143700787402,0.09659619319238638,0.1053125,0.10714285714285714,0.1074375,0.10519022423784329,0.11293191056910569,0.11537460978147762,0.11102642276422764,0.11426899063475546,0.8937916283929107,0.889608443798488,0.8944325233357829,0.8893270361094084,0.8848607974474714,0.8846557403577074,0.8851442006020122,0.8855555276740789,0.8811554434861881,0.880963704138676,0.8837459888712504,0.8815432308838946,0.9567851870078741,0.9520119040238081,0.957154281496063,0.9517019034038068,0.9473437499999999,0.9464285714285714,0.94628125,0.9474048878810784,0.9435340447154471,0.9423126951092612,0.9444867886178863,0.9428655046826222,0.7988634749852509,0.7914031832775675,0.8000095388008159,0.790902577155145,0.7829786308593749,0.7826157789478434,0.7834802558593751,0.7842085925941162,0.776434915585341,0.7760970480097367,0.7810069728460243,0.7771184679172156,beton
0.01968503937007874,0.02145204290408581,0.01783956692913386,0.021824043648087293,0.0275,0.02475434618291761,0.0238125,0.02727387251196775,0.029344512195121953,0.027120187304890738,0.025088922764227643,0.028746097814776276,0.3239520740559804,0.25188624791275843,0.3923087356781138,0.23941768537797115,0.047417415683481845,0.12621011698475454,0.15943428816013835,0.04116973907572824,-0.001970526950963111,0.043344098776636315,0.09997590258384806,-0.005418706974361584,0.020423228346456695,0.02232004464008928,0.018208661417322837,0.022692045384090767,0.028999999999999998,0.025888133030990176,0.0248125,0.028407659360040315,0.03086890243902439,0.02816077003121748,0.02610518292682927,0.02978668054110302,0.9762939618537767,0.9754992751107181,0.9771440188046043,0.9753165538407086,0.9724868933885433,0.9738794734274249,0.9742619833029383,0.9726502475157042,0.9714265038974104,0.9727298867376094,0.9739180155796271,0.9718416781345052,0.9902312992125984,0.9893607787215574,0.991117125984252,0.9891747783495567,0.9864,0.9877362055933485,0.98819375,0.9864764424288234,0.9854801829268293,0.9865439646201873,0.9875571646341463,0.9857310093652445,0.9531498999521436,0.9515988357415365,0.954810433485613,0.9512423801957158,0.9457307578125,0.9484412287632784,0.9491864121093749,0.9460485039923605,0.9436694524743455,0.9462034325525625,0.9485163010705587,0.9444762473592911,beton
0.02103838582677165,0.023994047988095978,0.019500492125984252,0.02387004774009548,0.0271875,0.027336860670194002,0.026875,0.02708490803728899,0.028328252032520325,0.027770551508844953,0.027311991869918697,0.02855098855359001,0.27207048079583646,0.14828920234816756,0.3176938647409666,0.1653661105717632,0.05322792410931238,0.029144156913308423,0.03382793688686797,0.037773986629634576,0.023591470643825482,0.02543243276691943,0.012827935054765384,-0.0009666886931188664,0.021284448818897635,0.02473804947609895,0.019746555118110236,0.024242048484096966,0.0280625,0.028344671201814057,0.027874999999999997,0.028092718568909044,0.029344512195121953,0.028811134235171697,0.028328252032520325,0.029591571279916754,0.9757527584848518,0.9744094930765212,0.9766019438760598,0.9744719547296186,0.9725525873474657,0.9727156144494279,0.9731098264712982,0.9728382642554183,0.9718003829228512,0.9723483777292008,0.9729928624620555,0.9719689644634666,0.9895054133858268,0.9880773761547523,0.9902743602362205,0.9881021762043524,0.98649375,0.986432350718065,0.9866625,0.9865583270345175,0.9859374999999999,0.9862187825182103,0.9864456300813008,0.9858285639958377,0.9520934456907976,0.949473860197643,0.9537513567824987,0.9495955905545638,0.9458585351562501,0.946175666593728,0.946942734375,0.9464142883994952,0.9443959842490002,0.9454613676726085,0.9467151104021044,0.9447236678801836,beton
0.023806594488188976,0.027652055304110607,0.0218380905511811,0.02666005332010664,0.031625,0.031242126480221722,0.031125,0.03111615016376921,0.03232977642276423,0.033233610822060354,0.032202743902439025,0.033363683662851196,0.30859465476479825,0.18815771480394775,0.3643862730508728,0.22407993981262267,0.05213248709627164,0.07371923655023171,0.07628771489512913,0.08819237347913436,0.02406707035951114,0.0129538193435957,0.05501953703891603,0.009236131280859719,0.023806594488188976,0.028024056048112096,0.021961122047244094,0.026784053568107136,0.03275,0.03224993701184177,0.03225,0.031746031746031744,0.03360010162601626,0.034534339229968784,0.033346036585365856,0.034664412070759626,0.9718539310912767,0.9700574183458501,0.9727587197853679,0.9703616242870289,0.968114933977689,0.9681741070229783,0.9681702025034777,0.9681768577534451,0.9678562778987043,0.9671603305263703,0.9674746646218408,0.967097430881817,0.9880967027559056,0.9862111724223449,0.9890932578740158,0.9866823733647467,0.9843000000000001,0.9844797178130511,0.98455,0.9845049130763417,0.9839621443089431,0.9835132674297606,0.9840129573170733,0.9834482310093652,0.9445000633775681,0.9410113948878156,0.9462595269184679,0.9416016818889611,0.937246525390625,0.9373611015097416,0.9373535410156251,0.9373664278893347,0.936745774667934,0.9353991049438778,0.9360072266851434,0.9352774408182108,beton
0.043922244094488194,0.05195610391220782,0.04121555118110236,0.052452104904209804,0.0680625,0.06550768455530359,0.0676875,0.06651549508692366,0.07215447154471544,0.0758324661810614,0.07240853658536586,0.07193028095733611,0.5348340946073424,0.4412685120673839,0.5661693805755649,0.4425770167229637,0.2456831262629892,0.2620788135118391,0.24857054627411268,0.264762163280887,0.17880067047129955,0.11083412524770346,0.1599604796377878,0.14623085593051777,0.04416830708661418,0.052948105896211795,0.04133858267716535,0.05282410564821129,0.0715625,0.06928697404887882,0.0705625,0.0690350214159738,0.07774390243902438,0.08168574401664933,0.07736280487804878,0.07843392299687826,0.9363932257314745,0.9328947658965054,0.937595664418515,0.9327761944004762,0.9259254049159414,0.9274633645257967,0.9259961876018308,0.9269444541414527,0.9243434116942802,0.9230964954100519,0.924010328985912,0.9249056838768327,0.9780634842519684,0.9741211482422965,0.9794045275590552,0.9738111476222951,0.96631875,0.9676240866717057,0.96644375,0.9669942050894432,0.9644817073170732,0.9626690946930281,0.9642911585365853,0.9646852237252862,0.8768322731957963,0.8702926442370957,0.8790856299363966,0.870071428840235,0.8573378554687501,0.8601882925375108,0.8574689394531251,0.8592260210635956,0.8544107427426217,0.8521071398383199,0.8537950880726533,0.8554505240676715,beton
0.12463090551181102,0.13540827081654164,0.12241633858267716,0.13925227850455701,0.1509375,0.15054169816074578,0.1531875,0.15167548500881833,0.15402693089430897,0.15569719042663893,0.15828252032520324,0.15452653485952134,0.3012908712809469,0.2236616767404703,0.30126628722021803,0.2053451645764523,0.14352676579266005,0.12811723751101775,0.10833799843073318,0.12162679511035536,0.1221884557653347,0.0813774421736367,0.06929061784897027,0.09080520866617889,0.12487696850393701,0.13664827329654658,0.12303149606299213,0.1398722797445595,0.1524375,0.15230536659108088,0.15531250000000002,0.15343915343915343,0.1564405487804878,0.15868886576482832,0.16145833333333331,0.15686784599375653,0.848971512912937,0.8448301746015235,0.8504283238279843,0.8431372368628711,0.8382648734420852,0.8389914431874909,0.8378849138791377,0.8384146783259062,0.8369947697324926,0.8376848423971864,0.8362192615793462,0.838319718739894,0.9377091535433071,0.9324198648397297,0.9388533464566929,0.9304358608717218,0.92468125,0.9249055177626606,0.92361875,0.9243386243386243,0.9232278963414635,0.9224505723204994,0.9211763211382114,0.9229708636836629,0.7207526297376813,0.7137380239172408,0.723228333968875,0.7108804001847573,0.7026879980468751,0.7039066417418287,0.70205112890625,0.7029391728323329,0.7005602445595485,0.7017158951819991,0.699262653436307,0.7027799508281349,beton
0.15421998031496062,0.1646723293446587,0.15360482283464566,0.16888833777667556,0.18224999999999997,0.17945326278659612,0.18325,0.18373645754598134,0.1843241869918699,0.19387356919875132,0.18934197154471544,0.18841050988553593,0.26384080893127165,0.2118394572683767,0.26885067646902006,0.1929472195399783,0.12508992504072258,0.13631454470475998,0.11972237856857977,0.11521228227171747,0.10604565606544958,0.06314574191489995,0.09230802518178419,0.08712301303272744,0.1547121062992126,0.16554033108066218,0.15372785433070868,0.16950833901667806,0.18337499999999998,0.1804610733182162,0.1845,0.18487024439405392,0.18546747967479674,0.19465400624349638,0.18997713414634146,0.1895811654526535,0.813252715078598,0.8089845732197499,0.8134650466778426,0.8072015741244059,0.8021171947668402,0.8036517088505237,0.8017154800410804,0.8019434154203077,0.8025089863088555,0.7987813595434585,0.799554865866277,0.8009408072176929,0.922939222440945,0.917750635501271,0.9232098917322835,0.9156178312356624,0.9089875000000001,0.9103741496598639,0.9085,0.9082451499118166,0.9079522357723577,0.9031412591050989,0.9053925304878049,0.9059118106139438,0.6613799785827112,0.654456039707541,0.6617253821665846,0.6515743812689188,0.6433919941406251,0.645856069138367,0.6427477109375,0.6431132415359881,0.6440206731064667,0.638051660354096,0.6392879835304403,0.6415061766665294,beton
0.05764025590551181,0.06386012772025544,0.0561638779527559,0.06249612499224999,0.07050000000000001,0.06859410430839002,0.06925,0.06884605694129504,0.06802591463414634,0.0688735691987513,0.07088414634146342,0.06906867845993757,0.2352970988865,0.1491750255935589,0.2577179136540846,0.1673127672960218,0.05200956490526009,0.0765342325705926,0.07871937021521262,0.07315466892034773,0.07995887843242928,0.06422067775132602,0.05561191552153464,0.060816200050973546,0.05764025590551181,0.06398412796825594,0.056286909448818895,0.06262012524025048,0.07075000000000001,0.06884605694129503,0.0695,0.06909800957420005,0.06827997967479674,0.06913371488033299,0.07113821138211382,0.06932882414151925,0.9331516334964886,0.9303124359995691,0.9336084772439699,0.9309528555750879,0.9275250080860354,0.9284543737539941,0.9276698757842146,0.9283372796027941,0.9289026048664815,0.9286954790690178,0.9269759204012401,0.9286372218753216,0.9711798720472441,0.9680823361646723,0.9719303641732283,0.968764337528675,0.964775,0.9657281431090955,0.9653999999999999,0.965602166792643,0.9660124491869918,0.9655892299687825,0.9645833333333333,0.9654916753381895,0.8707719710971649,0.8654812285754524,0.8716247887818042,0.8666732193034105,0.8603026406250001,0.8620275241429214,0.8605713984375,0.8618101047003163,0.8628600493277345,0.8624752928432325,0.8592843570037263,0.8623670898523154,beton
0.07917076771653543,0.08580817161634324,0.07597194881889764,0.08903217806435612,0.100875,0.0963718820861678,0.0985,0.09807256235827663,0.10480182926829268,0.10295265348595213,0.10257876016260163,0.10457856399583768,0.2630343746185799,0.1951899728895291,0.28831411729026857,0.16414730041526812,0.06270143979473276,0.10102398786384754,0.07125235814830937,0.08233225264665804,0.035644838571389593,0.04681570712145502,0.03528198134573338,0.03469395033720589,0.0796628937007874,0.0868001736003472,0.07646407480314961,0.0901481802963606,0.10237500000000001,0.09750566893424037,0.1,0.09958427815570672,0.10607215447154472,0.10451352757544224,0.10410315040650407,0.10600936524453694,0.9064311666896421,0.9035595617247711,0.9083400304498401,0.9020809188685246,0.8959724378433748,0.8984366870895711,0.8979010768174855,0.8976324869458502,0.893825470806811,0.8948705105919835,0.8959707165668064,0.8940548420758396,0.9604638287401576,0.9571951143902288,0.9620632381889764,0.9555955111910224,0.9497125000000001,0.9519274376417233,0.9509,0.9511148904006047,0.9477261178861789,0.9486797606659729,0.9488630589430894,0.947853798126951,0.8216174599463457,0.8164198815842606,0.8250816109176164,0.8137499841866817,0.8027666093750001,0.8071884807084839,0.80622634375,0.8057440816205919,0.7989239722630174,0.8007932307271572,0.8027635249452365,0.7993340606392545,beton
